category,title,file_url,page_url,mime,license_short,license_url,artist,credit
cracked_screen,File:A cracked telephone screen.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/A_cracked_telephone_screen.jpg,https://commons.wikimedia.org/wiki/File:A_cracked_telephone_screen.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Sima_shimony"" title=""User:Sima shimony"">Sima shimony</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
cracked_screen,File:Broken Apple iPhone 5C Pink Shallow Focus.JPG,https://upload.wikimedia.org/wikipedia/commons/5/5c/Broken_Apple_iPhone_5C_Pink_Shallow_Focus.JPG,https://commons.wikimedia.org/wiki/File:Broken_Apple_iPhone_5C_Pink_Shallow_Focus.JPG,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Disde&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Disde (page does not exist)"">Disk Depot Ltd.</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
cracked_screen,File:Christine's Cracked Phone.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Christine%27s_Cracked_Phone.jpg,https://commons.wikimedia.org/wiki/File:Christine's_Cracked_Phone.jpg,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Doctor Popular,"<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/docpopular/14768935309/"">https://www.flickr.com/photos/docpopular/14768935309/</a>"
pothole,File:2019 DaHua pothole b.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/2019_DaHua_pothole_b.jpg,https://commons.wikimedia.org/wiki/File:2019_DaHua_pothole_b.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Taiwankengo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Taiwankengo (page does not exist)"">Taiwankengo</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
pothole,File:2023-06-06 Straßenschäden Baufahrzeuge Burgunderweg (Tauberbischofsheim) 2.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/2023-06-06_Stra%C3%9Fensch%C3%A4den_Baufahrzeuge_Burgunderweg_%28Tauberbischofsheim%29_2.jpg,https://commons.wikimedia.org/wiki/File:2023-06-06_Straßenschäden_Baufahrzeuge_Burgunderweg_(Tauberbischofsheim)_2.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Triplec85"" title=""User:Triplec85"">Triplec85</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
pothole,File:2023-06-06 Straßenschäden Baufahrzeuge Burgunderweg (Tauberbischofsheim) 5.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/2023-06-06_Stra%C3%9Fensch%C3%A4den_Baufahrzeuge_Burgunderweg_%28Tauberbischofsheim%29_5.jpg,https://commons.wikimedia.org/wiki/File:2023-06-06_Straßenschäden_Baufahrzeuge_Burgunderweg_(Tauberbischofsheim)_5.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Triplec85"" title=""User:Triplec85"">Triplec85</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
pothole,"File:2023-07-06 18 25 19 A recently-filled pothole along Lochatong Road in the Mountainview section of Ewing Township, Mercer County, New Jersey.jpg",https://upload.wikimedia.org/wikipedia/commons/0/07/2023-07-06_18_25_19_A_recently-filled_pothole_along_Lochatong_Road_in_the_Mountainview_section_of_Ewing_Township%2C_Mercer_County%2C_New_Jersey.jpg,"https://commons.wikimedia.org/wiki/File:2023-07-06_18_25_19_A_recently-filled_pothole_along_Lochatong_Road_in_the_Mountainview_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Famartin"" title=""User:Famartin"">Famartin</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
pothole,File:20240126 165202 Geflickte Straße.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/20240126_165202_Geflickte_Stra%C3%9Fe.jpg,https://commons.wikimedia.org/wiki/File:20240126_165202_Geflickte_Straße.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ramsch&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ramsch (page does not exist)"">Ramsch</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
pothole,"File:A deep pothole, Tullycunny - geograph.org.uk - 7095765.jpg",https://upload.wikimedia.org/wikipedia/commons/a/aa/A_deep_pothole%2C_Tullycunny_-_geograph.org.uk_-_7095765.jpg,"https://commons.wikimedia.org/wiki/File:A_deep_pothole,_Tullycunny_-_geograph.org.uk_-_7095765.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/2282"">Kenneth  Allen</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_deep_pothole,_Tullycunny_-_geograph.org.uk_-_7095765.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/7095765"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_deep_pothole,_Tullycunny_-_geograph.org.uk_-_7095765.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
pothole,"File:A large pothole, Knockgreenan Drive, Omagh - geograph.org.uk - 4404362.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f3/A_large_pothole%2C_Knockgreenan_Drive%2C_Omagh_-_geograph.org.uk_-_4404362.jpg,"https://commons.wikimedia.org/wiki/File:A_large_pothole,_Knockgreenan_Drive,_Omagh_-_geograph.org.uk_-_4404362.jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/2282"">Kenneth  Allen</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_large_pothole,_Knockgreenan_Drive,_Omagh_-_geograph.org.uk_-_4404362.jpg#P170"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>","<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/4404362"">Geograph Britain and Ireland</a> <span class=""mw-valign-text-top noprint"" typeof=""mw:File/Frameless""><a href=""//commons.wikimedia.org/wiki/File:A_large_pothole,_Knockgreenan_Drive,_Omagh_-_geograph.org.uk_-_4404362.jpg#P7482"" title=""Edit this at Structured Data on Commons""><img alt=""Edit this at Structured Data on Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" class=""mw-file-element"" data-file-width=""20"" data-file-height=""20""></a></span>"
pothole,File:A photo of a pothole 2021-07-11.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/A_photo_of_a_pothole_2021-07-11.jpg,https://commons.wikimedia.org/wiki/File:A_photo_of_a_pothole_2021-07-11.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:CoderThomasB"" title=""User:CoderThomasB"">Thomas Booker (CoderThomasB)</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
pothole,File:Entrance to pothole. - geograph.org.uk - 114345.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/Entrance_to_pothole._-_geograph.org.uk_-_114345.jpg,https://commons.wikimedia.org/wiki/File:Entrance_to_pothole._-_geograph.org.uk_-_114345.jpg,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/1173"">Steve Partridge</a>","From <a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/photo/114345"">geograph.org.uk</a>"
pothole,File:Kettle pic.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/Kettle_pic.jpg,https://commons.wikimedia.org/wiki/File:Kettle_pic.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Manojkumar_Subramani&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Manojkumar Subramani (page does not exist)"">Manojkumar Subramani</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_chair,File:20180324-MarchForOurLives-Geneva-Group-6.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/20180324-MarchForOurLives-Geneva-Group-6.jpg,https://commons.wikimedia.org/wiki/File:20180324-MarchForOurLives-Geneva-Group-6.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:MHM55"" title=""User:MHM55"">MHM55</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_chair,File:BROKEN SHOP CHAIR FOR SAFETY PROGRAM - NARA - 17423284.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/BROKEN_SHOP_CHAIR_FOR_SAFETY_PROGRAM_-_NARA_-_17423284.jpg,https://commons.wikimedia.org/wiki/File:BROKEN_SHOP_CHAIR_FOR_SAFETY_PROGRAM_-_NARA_-_17423284.jpg,image/jpeg,Public domain,,"<div class=""fn value"">
Unknown author<span style=""display: none;"">Unknown author</span> or not provided</div>","<a href=""https://en.wikipedia.org/wiki/U.S._National_Archives_and_Records_Administration"" class=""extiw"" title=""en:U.S. National Archives and Records Administration"">U.S. National Archives and Records Administration</a>"
broken_chair,File:Baudelaire 1844 cropped.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Baudelaire_1844_cropped.jpg,https://commons.wikimedia.org/wiki/File:Baudelaire_1844_cropped.jpg,image/jpeg,Public domain,,"<bdi><a href=""https://www.wikidata.org/wiki/Q532906"" class=""extiw"" title=""d:Q532906""><span title=""French painter (1820-1846)"">Émile Deroy</span></a></bdi>","<a href=""https://en.wikipedia.org/wiki/Joconde"" class=""extiw"" title=""en:Joconde"">Joconde database</a>:  entry  <a rel=""nofollow"" class=""external text"" href=""https://www.pop.culture.gouv.fr/notice/joconde/000PE011123"">000PE011123</a>"
broken_chair,File:BrokenChair-Geneva-Femen-Dec2024-5.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/BrokenChair-Geneva-Femen-Dec2024-5.jpg,https://commons.wikimedia.org/wiki/File:BrokenChair-Geneva-Femen-Dec2024-5.jpg,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:MHM55"" title=""User:MHM55"">MHM55</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_chair,File:BrokenChair.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/BrokenChair.jpg,https://commons.wikimedia.org/wiki/File:BrokenChair.jpg,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/wiki/User:MHM-com"" class=""mw-redirect"" title=""User:MHM-com"">MHM-com</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_chair,"File:Broken Chair, dégradation par des activistes Femen.jpg",https://upload.wikimedia.org/wikipedia/commons/3/35/Broken_Chair%2C_d%C3%A9gradation_par_des_activistes_Femen.jpg,"https://commons.wikimedia.org/wiki/File:Broken_Chair,_dégradation_par_des_activistes_Femen.jpg",image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Markus_Schweizer"" title=""User:Markus Schweizer"">Markus Schweizer</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
broken_chair,File:Broken Chair (7825817890).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Broken_Chair_%287825817890%29.jpg,https://commons.wikimedia.org/wiki/File:Broken_Chair_(7825817890).jpg,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/56844661@N00"">xlibber</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/xlibber/7825817890/"">Broken Chair</a>"
broken_chair,File:Complete wildfowler (1912) (14752355921).jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Complete_wildfowler_%281912%29_%2814752355921%29.jpg,https://commons.wikimedia.org/wiki/File:Complete_wildfowler_(1912)_(14752355921).jpg,image/jpeg,No restrictions,https://www.flickr.com/commons/usage/,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/126377022@N07"">Internet Archive Book Images</a>","<p><a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/internetarchivebookimages/14752355921/"">https://www.flickr.com/photos/internetarchivebookimages/14752355921/</a>
</p>
<ul><li>Source book page: <a rel=""nofollow"" class=""external free"" href=""https://archive.org/stream/completewildfowl00dunc/completewildfowl00dunc#page/n210/mode/1up"">https://archive.org/stream/completewildfowl00dunc/completewildfowl00dunc#page/n210/mode/1up</a></li></ul>"
broken_chair,"File:DEC PDP-7 Minicomputer from 1964 standing in Oslo prior to restoration in 2005 (edited image, partially without background, persepctive corrected) No 4.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e3/DEC_PDP-7_Minicomputer_from_1964_standing_in_Oslo_prior_to_restoration_in_2005_%28edited_image%2C_partially_without_background%2C_persepctive_corrected%29_No_4.jpg,"https://commons.wikimedia.org/wiki/File:DEC_PDP-7_Minicomputer_from_1964_standing_in_Oslo_prior_to_restoration_in_2005_(edited_image,_partially_without_background,_persepctive_corrected)_No_4.jpg",image/jpeg,CC SA 1.0,http://creativecommons.org/licenses/sa/1.0/,"<a href=""https://en.wikipedia.org/wiki/User:Toresbe"" class=""extiw"" title=""en:User:Toresbe"">en:User:Toresbe</a>","From <a href=""https://en.wikipedia.org/wiki/Image:Pdp7-oslo-2005.jpeg"" class=""extiw"" title=""en:Image:Pdp7-oslo-2005.jpeg"">english Wikipedia</a>. Original description was: The Oslo PDP-7, before restoration started. I took the picture."
broken_chair,File:DZNC Balcony with broken chair.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/DZNC_Balcony_with_broken_chair.jpg,https://commons.wikimedia.org/wiki/File:DZNC_Balcony_with_broken_chair.jpg,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Tuhin"" title=""User:Tuhin"">Tuhin</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,File:Acid-corrosion-in-a-flue-gas-duct-02.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Acid-corrosion-in-a-flue-gas-duct-02.jpg,https://commons.wikimedia.org/wiki/File:Acid-corrosion-in-a-flue-gas-duct-02.jpg,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/wiki/User:Cccefalon"" title=""User:Cccefalon"">CEphoto, Uwe Aranas</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,"File:CORROSION OF CONFORMITY (USA) @ Electric Ballroom, London (06 05 2023) (53569902606).jpg",https://upload.wikimedia.org/wikipedia/commons/7/74/CORROSION_OF_CONFORMITY_%28USA%29_%40_Electric_Ballroom%2C_London_%2806_05_2023%29_%2853569902606%29.jpg,"https://commons.wikimedia.org/wiki/File:CORROSION_OF_CONFORMITY_(USA)_@_Electric_Ballroom,_London_(06_05_2023)_(53569902606).jpg",image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/146832001@N02"">Nessie Spencer</a> from Brighton, United Kingdom","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/freaksandgigspics/53569902606/"">CORROSION OF CONFORMITY (USA) @ Electric Ballroom, London (06/05/2023)</a>"
rust_corrosion,File:Clay - rusty metal grid (Amal Kumar via Poly Haven).webp,https://upload.wikimedia.org/wikipedia/commons/9/93/Clay_-_rusty_metal_grid_%28Amal_Kumar_via_Poly_Haven%29.webp,https://commons.wikimedia.org/wiki/File:Clay_-_rusty_metal_grid_(Amal_Kumar_via_Poly_Haven).webp,image/webp,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Amal Kumar,"<ul><li><a rel=""nofollow"" class=""external free"" href=""https://polyhaven.com/a/rusty_metal_grid"">https://polyhaven.com/a/rusty_metal_grid</a></li>
<li><a rel=""nofollow"" class=""external free"" href=""https://web.archive.org/web/20241031203248/https://polyhaven.com/a/rusty_metal_grid"">https://web.archive.org/web/20241031203248/https://polyhaven.com/a/rusty_metal_grid</a></li></ul>"
rust_corrosion,File:Corrosion-of-conformity-band.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Corrosion-of-conformity-band.jpg,https://commons.wikimedia.org/wiki/File:Corrosion-of-conformity-band.jpg,image/jpeg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"<p><a href=""//commons.wikimedia.org/w/index.php?title=User:MarkMarek&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MarkMarek (page does not exist)"">Mark Marek</a><br>
<a rel=""nofollow"" class=""external text"" href=""http://www.markmarek.com/"">Mark Marek</a><br>
Copyright <a rel=""nofollow"" class=""external text"" href=""http://www.markmarek.com/"">Mark Marek Photography</a> ©2005<br>
</p>
URL: <a rel=""nofollow"" class=""external text"" href=""http://www.albertastars.com/galleries/corrosion-of-conformity/"">Corrosion of Conformity in Pictures</a> on <a rel=""nofollow"" class=""external text"" href=""http://www.albertastars.com/"">Alberta Stars</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,"File:Corrosion of Conformity - Animosity Lineup 12-11-2010 - Secret House Show at Dreg’s Grotto, Raleigh, NC - by Will Butler.jpg",https://upload.wikimedia.org/wikipedia/commons/a/ad/Corrosion_of_Conformity_-_Animosity_Lineup_12-11-2010_-_Secret_House_Show_at_Dreg%E2%80%99s_Grotto%2C_Raleigh%2C_NC_-_by_Will_Butler.jpg,"https://commons.wikimedia.org/wiki/File:Corrosion_of_Conformity_-_Animosity_Lineup_12-11-2010_-_Secret_House_Show_at_Dreg’s_Grotto,_Raleigh,_NC_-_by_Will_Butler.jpg",image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Tolivealie"" title=""User:Tolivealie"">Will Butler</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,File:Corrosion on dustbin.JPG,https://upload.wikimedia.org/wikipedia/commons/3/3f/Corrosion_on_dustbin.JPG,https://commons.wikimedia.org/wiki/File:Corrosion_on_dustbin.JPG,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Engr_Hafiza_Maida&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Engr Hafiza Maida (page does not exist)"">Engr Hafiza Maida</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
rust_corrosion,File:Corrosion r45.JPG,https://upload.wikimedia.org/wikipedia/commons/1/1c/Corrosion_r45.JPG,https://commons.wikimedia.org/wiki/File:Corrosion_r45.JPG,image/jpeg,Public domain,,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Snoopy1974&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Snoopy1974 (page does not exist)"">Snoopy1974</a>","<span class=""int-own-work"" lang=""en"">Own work</span>"
